name,capacity,address,start_up_date,region,district,operator_name,ICO,operator_address,operator license,operator_region,operator_district,cadastre_area,cadastre_code,cadastre_municipal,cadastre_demarcation
,,,,,,,,,,,,Hamry u Hlinska,637084,Hlinsko,St. 112
,,,,,,,,,,,,Boskovice,608327,Boskovice,"parc. č. 3149/1,27,28,29,30"
,,,,,,,,,,,,Tylovice,744743,Rožnov pod Radhoštěm,390
,,,,,,,,,,,,Číňov,614912,Nové Sedlo,p.č. 18
,,,,,,,,,,,,Únětice u Prahy,774413,Únětice,St. 390
,,,,,,,,,,,,Jinonice,728730,Praha,p.č. 1342/171
,,,,,,,,,,,,Bolevec,722120,Plzeň,441/51
,,,,,,,,,,,,Dříteň,633135,Dříteň,198/9
,,,,,,,,,,,,Bohnice,730556,Praha,parc. č. 585/170
,,,,,,,,,,,,Vidče,781525,Vidče,St. 711
,,,,,,,,,,,,Krnov-Horní Předměstí,674737,Krnov,2741/7
,,,,,,,,,,,,Mařatice,772925,Uherské Hradiště,St. 756
,,,,,,,,,,,,Dolní Břežany,628794,Dolní Břežany,St. 39/1
,,,,,,,,,,,,Veveří,610372,Brno,1269
,,,,,,,,,,,,Sušice nad Otavou,759601,Sušice,St. 1279
,,,,,,,,,,,,Jiříkov,661074,Jiříkov,St. 1972
,,,,,,,,,,,,Skalice u České Lípy,747904,Skalice u České Lípy,St. 488/5
,,,,,,,,,,,,Měřín,693243,Měřín,parc.č. 406/6
,,,,,,,,,,,,Kosořice,669989,Kosořice,"St. 165, par.č. 541/2"
,,,,,,,,,,,,Troubky nad Bečvou,768685,Troubky,par.č. 700
,,,,,,,,,,,,Knínice u Boskovic,667145,Knínice u Boskovic,st.p.č. 58/2
,,,,,,,,,,,,Lyžbice,771104,Třinec,par.č. 1279/3
,,,,,,,,,,,,Beroun,602868,Beroun,st. 4571
,,,,,,,,,,,,Račice,737372,Račice-Pístovice,par.č.st. 541
,,,,,,,,,,,,Vlachovo Březí,783293,Vlachovo Březí,St. 846
,,,,,,,,,,,,Zahrádka u Kovářova,670251,Kostelec nad Vltavou,St. 37/1
,,,,,,,,,,,,Bašť,601128,Bašť,St. 71
,,,,,,,,,,,,Telč,765546,Telč,St. 631/1
,,,,,,,,,,,,Meziboří u Litvínova,693600,Meziboří,St. 181
,,,,,,,,,,,,Senorady,747530,Senorady,
,,,,,,,,,,,,Slaný,749362,Slaný,St. 1129/1
,,,,,,,,,,,,Rokycany,740691,Rokycany,St. 2324
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Havlíčkův Brod,637823,Havlíčkův Brod,St. 4820
,,,,,,,,,,,,Kyjov,678431,Kyjov,3802/12-13
,,,,,,,,,,,,Vlčí u Chlumčan,651761,Chlumčany,St. 116
,,,,,,,,,,,,Zruč nad Sázavou,793655,Zruč nad Sázavou,parc.č.1529
,,,,,,,,,,,,Pržno,734055,Pržno,p.č. 609
,,,,,,,,,,,,Doubravice nad Svitavou,631329,Doubravice nad Svitavou,st. 362
,,,,,,,,,,,,Vícenice u Klatov,767689,Klatovy,St. 14/1
,,,,,,,,,,,,Střelice,646776,Střelice,st.p.č. 82
,,,,,,,,,,,,Hluboké,639648,Hluboké,St. 903/28
,,,,,,,,,,,,Habrovany,636401,Habrovany,St. 499
,,,,,,,,,,,,Pražské Předměstí,647101,Hradec Králové,St. 364
,,,,,,,,,,,,Chotěboř,652831,Chotěboř,3321/42
,,,,,,,,,,,,Hliněný Újezd,639206,Malý Bor,St. 8/2
,,,,,,,,,,,,Plzeň,721981,Plzeň,8184/75
,,,,,,,,,,,,Měřín,693243,Měřín,par.č. 202/9
,,,,,,,,,,,,Radslavice u Přerova,738816,Radslavice,1053/2
,,,,,,,,,,,,Klatovy,665797,Klatovy,st. 3354
,,,,,,,,,,,,Nětčice u Kyjova,678511,Kyjov,par. č. st. 246/1
,,,,,,,,,,,,Šestajovice u Prahy,762385,Šestajovice,St. 1321
,,,,,,,,,,,,Černilov,620238,Černilov,St. 389/2
,,,,,,,,,,,,Dvůr Králové nad Labem,633968,Dvůr Králové nad Labem,St. 3547
,,,,,,,,,,,,Neplachov,703389,Neplachov,St. 191
,,,,,,,,,,,,Studénka nad Odrou,758396,Studénka,p.č. 165/2
,,,,,,,,,,,,Dýšina,634280,Dýšina,p.č. 1437/1
,,,,,,,,,,,,Ratíškovice,739901,Ratíškovice,420/27
,,,,,,,,,,,,Hory Matky Boží,644994,Velhartice,St. 119
,,,,,,,,,,,,Štěrboholy,732516,Praha,349/176
,,,,,,,,,,,,Mukařov u Říčan,700321,Mukařov,par.č. 787
,,,,,,,,,,,,Koterov,671053,Plzeň,par.č. 77
,,,,,,,,,,,,Ovčáry u Dřís,717118,Ovčáry,St. 315
,,,,,,,,,,,,Ďáblice,730629,Praha,par.č. 1548/128
,,,,,,,,,,,,České Budějovice 6,622346,České Budějovice,par.č. 2450/107
,,,,,,,,,,,,Poříčí u Trutnova,769223,Trutnov,St. 572
,,,,,,,,,,,,Český Brod,622737,Český Brod,St. 1752
,,,,,,,,,,,,Podivín,723835,Podivín,parc.č. 1784/3
,,,,,,,,,,,,Hostivice,645834,Hostivice,1098/43
,,,,,,,,,,,,Unín,774634,Unín,"parc. č. 394/3, St. 84"
,,,,,,,,,,,,Dnešice,626783,Dnešice,St. 90
,,,,,,,,,,,,Roudnice nad Labem,741647,Roudnice nad Labem,"par.č. 897/13, 897/9"
,,,,,,,,,,,,Břeclav,613584,Břeclav,St. 6099
,,,,,,,,,,,,Vídeň,781541,Vídeň,St. 179
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Kročehlavy,665126,Kladno,3335/1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Přemyšlení,792403,Zdiby,p.č. 109/42
,,,,,,,,,,,,Žďár u Kaplice,739979,Kaplice,St. 62
,,,,,,,,,,,,Králíky,672556,Králíky,par.č.st. 1424
,,,,,,,,,,,,Litohrady,684732,Rychnov nad Kněžnou,"St. 31/1, 2"
,,,,,,,,,,,,Milostovice,695149,Opava,St. 45/2
,,,,,,,,,,,,Hamry nad Sázavou,637106,Hamry nad Sázavou,616/1
,,,,,,,,,,,,Nýřany,708496,Nýřany,p.č. 1515/4
,,,,,,,,,,,,Dvůr Králové nad Labem,633968,,p.č. st. 3412
,,,,,,,,,,,,Borová u Poličky,607720,Borová,St. 658
,,,,,,,,,,,,Leština u Zábřeha,680524,Leština,St. 292
,,,,,,,,,,,,Malečov,690694,Malečov,335/27
,,,,,,,,,,,,Kylešovice,711811,Opava,734
,,,,,,,,,,,,Podklášteří,769916,Třebíč,St. 2245
,,,,,,,,,,,,Pečky,718823,Pečky,744/3
,,,,,,,,,,,,Ševětín,762458,Ševětín,St. 262
,,,,,,,,,,,,Žihle,796891,Žihle,1044/2
,,,,,,,,,,,,Veselí-Předměstí,780731,Veselí nad Moravou,St. 625
,,,,,,,,,,,,Přímětice,736121,Znojmo,St. 81
,,,,,,,,,,,,Drahenický Málkov,631558,Blatná,St. 32/1
,,,,,,,,,,,,Hluk,639907,Hluk,p.č. 1565/2
,,,,,,,,,,,,Škrovád,749800,Slatiňany,St. 24/1
,,,,,,,,,,,,Ivanovice,655856,Brno,341/349; 341/350
,,,,,,,,,,,,Poruba u Orlové,712493,Orlová,par.č. 643/1
,,,,,,,,,,,,Veselí nad Lužnicí,780685,Veselí nad Lužnicí,parc. č. 2031/17
,,,,,,,,,,,,Slavíkov u Chotěboře,750166,Slavíkov,St. 12
,,,,,,,,,,,,Sklenov,748293,Hukvaldy,St. 798
,,,,,,,,,,,,Hulice,649287,Hulice,St. 291
,,,,,,,,,,,,Přítluky,736333,Přítluky,295/41
,,,,,,,,,,,,Ohnišov,709263,Ohnišov,St. 27/2
,,,,,,,,,,,,Horšovský Týn,644871,Horšovský Týn,1419/2
,,,,,,,,,,,,Hlučín,639711,Hlučín,582/4
,,,,,,,,,,,,Všeruby u Kdyně,787345,Všeruby,St. 67
,,,,,,,,,,,,Ždírec nad Doubravou,795640,Ždírec nad Doubravou,st. 966
,,,,,,,,,,,,Bezdědovice,603457,Bezdědovice,par. č. st. 235
,,,,,,,,,,,,Loučná u Lomu,686590,Lom,St. 377
,,,,,,,,,,,,Žižkov,727415,Praha,3263/4
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Vlastec,713252,Vlastec,St. 168
,,,,,,,,,,,,Srubec,753131,Srubec,218/9
,,,,,,,,,,,,Želechovice u Uničova,795852,Želechovice,par. č. st. 21
,,,,,,,,,,,,Srch,753076,Srch,St. 91
,,,,,,,,,,,,Bzenec,617270,Bzenec,st. p. 546/63
,,,,,,,,,,,,Třebíč,769738,Třebíč,p.č. 2575/1
,,,,,,,,,,,,Domažlice,630853,Domažlice,St. 4175
,,,,,,,,,,,,Libá,681610,Libá,p.č. 508
,,,,,,,,,,,,Osek u Rokycan,712949,Osek,par.č. 12/5
,,,,,,,,,,,,Dambořice,624632,Dambořice,St. 523
,,,,,,,,,,,,Vysoké nad Jizerou,788309,Vysoké nad Jizerou,par. č. 1259/2
,,,,,,,,,,,,Ostrov u Tachova,715972,Bor,"p.č. 803/11,30,31"
,,,,,,,,,,,,Červený Kostelec,621102,Červený Kostelec,st. 1926
,,,,,,,,,,,,Újezd u Žďáru nad Sázavou,773727,Újezd,p.č. 175
,,,,,,,,,,,,Volevčice,725234,Volevčice,par.č. 48
,,,,,,,,,,,,Lhenice,680885,Lhenice,St. 346/2
,,,,,,,,,,,,Čejkovice u Jičína,723738,Podhradí,St. 46; 377
,,,,,,,,,,,,Česká Metuje,621625,Česká Metuje,st. 67/2-4; 217/2;229
,,,,,,,,,,,,Borek u Rokycan,740829,Rokycany,St. 205
,,,,,,,,,,,,Horní Měcholupy,732583,Praha,parc.č. 622/134
,,,,,,,,,,,,Hluboká u Liberce,631094,Liberec,par. č. st. 51
,,,,,,,,,,,,Častrov,618705,Častrov,St. 75
,,,,,,,,,,,,Černá Pole,610771,Brno,2288
,,,,,,,,,,,,Koloveč,668575,Koloveč,335
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Pražské Předměstí,647101,Hradec Králové,St. 1684/1
,,,,,,,,,,,,Zábřeh-Hulváky,713970,Ostrava,St. 194/4; St. 313/2; 313/3
,,,,,,,,,,,,Veselí nad Lužnicí,780685,Veselí nad Lužnicí II,p. č. 1888/77
,,,,,,,,,,,,Vesec u Liberce,780472,Liberec,316
,,,,,,,,,,,,Křenov,675873,Křenov,par. č. st. 81
,,,,,,,,,,,,Druztová,632708,Druztová,135
,,,,,,,,,,,,Volary,784737,Volary,2967/34; 5439
,,,,,,,,,,,,Štěchovice u Prahy,763250,Štěchovice,St. 281
,,,,,,,,,,,,Jamné u Jihlavy,656615,Jamné,St. 212
,,,,,,,,,,,,Horažďovice,641855,Horažďovice,St. 218/7
,,,,,,,,,,,,Štýřice,610186,Brno,1348
,,,,,,,,,,,,Benešov u Prahy,602191,Benešov,"p.č. 2335/18,27"
,,,,,,,,,,,,Staré Brno,610089,Brno,1187
,,,,,,,,,,,,Benice,602582,Praha,312/153
,,,,,,,,,,,,Dolínek,708984,Odolena Voda,St. 429
,,,,,,,,,,,,Štěkeň,763292,Štěkeň,St. 467
,,,,,,,,,,,,Újezd nad Lesy,773778,Praha,parc. č. 577/89
,,,,,,,,,,,,Doudlevce,722464,Plzeň,p.č. 250/26
,,,,,,,,,,,,Trutnov,769029,Trutnov,St. 4226
,,,,,,,,,,,,Moravany u Brna,698504,Moravany,1143/86
,,,,,,,,,,,,Střemchoví,629677,Dolní Loučky,110
,,,,,,,,,,,,Budeč,615218,Budeč,St. 9
,,,,,,,,,,,,Vratimov,785601,Vratimov,2987/3
,,,,,,,,,,,,Úvaly u Prahy,775738,Úvaly,3312
,,,,,,,,,,,,Šumavské Hoštice,764205,Šumavské Hoštice,"par. č. st. 87, 88"
,,,,,,,,,,,,Hrabová,714534,Ostrava,parc.č.659/9
,,,,,,,,,,,,Rochlice u Liberce,682314,Liberec,parc. č. 314
,,,,,,,,,,,,Pelhřimov,718912,Pelhřimov,744/15
,,,,,,,,,,,,Bezděkov u Žatce,603546,Žatec,St. 290; St. 291
,,,,,,,,,,,,Lysá nad Labem,689505,Lysá nad Labem,St. 3207
,,,,,,,,,,,,Dolní Břežany,628794,Dolní Břežany,St. 923
,,,,,,,,,,,,Čakovičky,705403,Čakovičky,"St. 153, St. 254"
,,,,,,,,,,,,Modrá u Velehradu,697842,Modrá,370
,,,,,,,,,,,,Jestřabí u Velké Bíteše,660302,Velká Bíteš,"St. 46, 48/1,2,3,4"
,,,,,,,,,,,,Vinařice u Kladna,782271,Vinařice,par. č. 1889
,,,,,,,,,,,,Hlinsko v Čechách,639303,Hlinsko,"St. 737, 738, 1148, 1149"
,,,,,,,,,,,,Boskovice,608327,Boskovice,4245/9
,,,,,,,,,,,,Tuněchody,771465,Tuněchody,par.č. 231
,,,,,,,,,,,,Kunčice pod Ondřejníkem,677094,Kunčice pod Ondřejníkem,par. č. st. 216/1
,,,,,,,,,,,,Sudoměř,758795,Sudoměř,St. 18/1
,,,,,,,,,,,,Senožaty,747564,Senožaty,St. 228
,,,,,,,,,,,,Rušinov,743704,Rušinov,par. č. st. 1/1
,,,,,,,,,,,,Šach,784915,Volfířov,45
,,,,,,,,,,,,Chlumská,659517,Ježovy,p.č. 1/1
,,,,,,,,,,,,Osová Bítýška,713350,Osová Bítýška,St. 318
,,,,,,,,,,,,Klenčí pod Čerchovem,666068,Klenčí pod Čerchovem,St. 463
,,,,,,,,,,,,Velká Bystřice,778281,Velká Bystřice,2169/372
,,,,,,,,,,,,Martinice u Holešova,692107,Martinice,St. 450
,,,,,,,,,,,,Rudolfov u Českých Budějovic,743470,Rudolfov,par. č. 1017/97
,,,,,,,,,,,,Olšina,614041,Mnichovo Hradiště,St. 327
,,,,,,,,,,,,Vrbovec,786128,Vrbovec,706/32
,,,,,,,,,,,,Poříčí nad Sázavou,726036,Poříčí nad Sázavou,par.č.st. 267
,,,,,,,,,,,,Rudoltice u Lanškrouna,743500,Rudoltice,par. č. 4216/1
,,,,,,,,,,,,Drslavice,632643,Drslavice - Vlčnov,č.p. 191 na p.č.st. 382/1
,,,,,,,,,,,,Dubice u České Lípy,621528,Česká Lípa,82/1
,,,,,,,,,,,,Přídolí,735868,Přídolí,St. 45/2
,,,,,,,,,,,,Bukovice,650129,Bukovice,"St. 107/1, 107/3"
,,,,,,,,,,,,Prostřední Rokytnice,741043,Rokytnice v Orlických horách,St. 208
,,,,,,,,,,,,Kobylnice,667463,Kobylnice,St. 37
,,,,,,,,,,,,Lazce,710598,Olomouc,St. 431/6
,,,,,,,,,,,,Bříza u Všestar,787400,Všestary,par.č.st. 96
,,,,,,,,,,,,Blovice,605735,Blovice,"par. č. st. 1021,1182,1222,"
,,,,,,,,,,,,Horní Kostelec,621111,Červený Kostelec,St. 431
,,,,,,,,,,,,Padochov,717371,Oslavany,p.č. 289/7
,,,,,,,,,,,,Dolní Hanychov,682268,Liberec,78/33
,,,,,,,,,,,,Město Albrechtice,693391,Město Albrechtice,538
,,,,,,,,,,,,České Budějovice 3,622052,České Budějovice,1073/8
,,,,,,,,,,,,Hradiště pod Babí horou,647489,Těrlicko,par. č. 1132/5
,,,,,,,,,,,,Troubsko,768715,Troubsko,"parc. č. 13/6, 14/4, 15/5"
,,,,,,,,,,,,Bolevec,722120,Plzeň,par. č. 2214/169
,,,,,,,,,,,,Horažďovice,641855,Horažďovice,par.č.st. 218/2
,,,,,,,,,,,,Lhota u Kamenných Žehrovic,680923,Lhota,St. 263
,,,,,,,,,,,,Stodůlky,755541,Praha,p.č. 620
,,,,,,,,,,,,Dolní Bečva,628522,Dolní Bečva,St. 24
,,,,,,,,,,,,Doksy u Máchova jezera,628212,Doksy,1422/25
,,,,,,,,,,,,Vratimov,785601,Vratimov,117/3
,,,,,,,,,,,,Panské Nové Dvory,635081,Frýdek-Místek,"par.č.7817/1,14,15,20"
,,,,,,,,,,,,Staré Hutě u Horní Stropnice,644269,Horní Stropnice,St. 178
,,,,,,,,,,,,Horní Bříza,642631,Horní Bříza,St. 1366
,,,,,,,,,,,,Bílovice u Uherského Hradiště,604518,Bílovice,St. 641
,,,,,,,,,,,,Žatec,794732,Žatec,par. č. st. 5962
,,,,,,,,,,,,Cítov,617849,Cítov,St. 66/2
,,,,,,,,,,,,Miletice u Velvar,620653,Černuc,St. 42
,,,,,,,,,,,,Újezd,722685,Plzeň,1255/359
,,,,,,,,,,,,Žatec,794732,Žatec,St. 2186
,,,,,,,,,,,,Plzeň,721981,Plzeň,11557/6
,,,,,,,,,,,,Popovice u Benešova,725803,Popovice,St. 174/1
,,,,,,,,,,,,Svržno,645974,Hostouň,St. 22/1
,,,,,,,,,,,,Uherský Brod,772984,Uherský Brod,"St. 1227/3, St. 1227/4"
,,,,,,,,,,,,Roztoky u Prahy,742503,Roztoky,2443/448
,,,,,,,,,,,,Pulice,627534,Dobruška,St. 95
,,,,,,,,,,,,Blansko,605018,Blansko,442
,,,,,,,,,,,,Vrábče,785105,Vrábče,St. 585
,,,,,,,,,,,,Vikýřovice,781827,Vikýřovice,parc. č. 223/2
,,,,,,,,,,,,Krhov u Bojkovic,674401,Bojkovice,"p.č. 1636/1, 2252"
,,,,,,,,,,,,Končice,797448,Žiželice,"St. 162/1, St. 162/2"
,,,,,,,,,,,,Kuní,677205,Kuní,par.č.st. 5
,,,,,,,,,,,,Lety u Dobřichovic,680761,Lety,par. č. 1249/159
,,,,,,,,,,,,Újezd,722685,Plzeň,p.č. 592
,,,,,,,,,,,,Třebíč,769738,Třebíč,St. 1611
,,,,,,,,,,,,Štipoklasy u Číhané,623644,Úněšov,par. č. 86/1
,,,,,,,,,,,,Hvozdec u Veverské Bítýšky,650307,Hvozdec,p.č. 326/7
,,,,,,,,,,,,Kostelec nad Orlicí,670197,Kostelec nad Orlicí,2406/7
,,,,,,,,,,,,Borek,607584,Borek,St. 135
,,,,,,,,,,,,Řepčín,710946,Olomouc,St. 44/4
,,,,,,,,,,,,Skorotice u Ústí nad Labem,748480,Ústí nad Labem,899/552
,,,,,,,,,,,,Borek u Rokycan,740829,Rokycany,St. 35/1
,,,,,,,,,,,,Výprachtice,787655,Výprachtice,St. 474
,,,,,,,,,,,,Borovy,607941,Borovy,par.č.st. 16
,,,,,,,,,,,,Česká Skalice,621684,Česká Skalice,"1501/3,4,5; 1502/3,5,6"
,,,,,,,,,,,,Rančířov,739286,Rančířov,St. 300
,,,,,,,,,,,,Dolní Kalná,629278,Dolní Kalná,par. č. st. 233
,,,,,,,,,,,,Prštné,636142,Zlín,par. č. 824/38
,,,,,,,,,,,,Dubeč,633330,Praha,parc. č. 653/2
,,,,,,,,,,,,Kladno,665061,Kladno,6100/70
,,,,,,,,,,,,Rokytno na Moravě,741086,Rokytno,371/10
,,,,,,,,,,,,Šťáhlavy,763152,Šťáhlavy,st. 1180
,,,,,,,,,,,,Žizníkov,797391,Česká Lípa,St. 61
,,,,,,,,,,,,Popovice u Uherského Hradiště,725862,Popovice,par.č.st. 99
,,,,,,,,,,,,Třebomyslice u Horažďovic,770221,Horažďovice,St. 101
,,,,,,,,,,,,Mochtín,698091,Mochtín,St. 117
,,,,,,,,,,,,Mohelno,698059,Mohelno,St. 172
,,,,,,,,,,,,Kunovice u Uherského Hradiště,677345,Kunovice,2393/4
,,,,,,,,,,,,Čistá u Rakovníka,623962,Čistá,p.č.104
,,,,,,,,,,,,Kácov,661635,Kácov,St. 209/2
,,,,,,,,,,,,Doudlevce,722464,Plzeň,"par. č. 524/7, 524/8"
,,,,,,,,,,,,Raspenava,739448,Raspenava,par. č. 315
,,,,,,,,,,,,Býšť,617237,Býšť,St. 80
,,,,,,,,,,,,Hnanice,640000,Hnanice,392/11
,,,,,,,,,,,,Rychvald,744441,Rychvald,5374
,,,,,,,,,,,,České Budějovice 3,622052,České Budějovice,3643/2
,,,,,,,,,,,,Chotěšov,653161,Chotěšov,St. 351
,,,,,,,,,,,,Libeň,730891,Praha,920
,,,,,,,,,,,,Topolná,767778,Topolná,par. č. st. 405
,,,,,,,,,,,,Kdyně,664677,Kdyně,st. 10/3
,,,,,,,,,,,,Klatovy,665797,Klatovy,st. 3242
,,,,,,,,,,,,Přerov,734713,Přerov,1040/4
,,,,,,,,,,,,Velký Osek,779687,Velký Osek,St.1256
,,,,,,,,,,,,Votice,785041,Votice,St. 1958
,,,,,,,,,,,,Hustopeče u Brna,649864,Hustopeče, 1544
,,,,,,,,,,,,Čekanice u Tábora,619086,Tábor,424/9
,,,,,,,,,,,,Žebětín,795674,Brno,779/4
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Troubky nad Bečvou,768685,Troubky,1781
,,,,,,,,,,,,Kostelec u Stříbra,670090,Kostelec,St. 29
,,,,,,,,,,,,Náměšť nad Oslavou,701564,Náměšť nad Oslavou,"219/2,3,4; 220; 225/1; 1130"
,,,,,,,,,,,,Náchod,701262,Náchod,st. 506/1
,,,,,,,,,,,,Podlusky,741779,Roudnice nad Labem,p.č. 322/4
,,,,,,,,,,,,Prachatice,732630,Prachatice,St. 1978
,,,,,,,,,,,,Kladruby u Teplic,665401,Kladruby,St. 241
,,,,,,,,,,,,Horoměřice,644773,Horoměřice,st. 1046
,,,,,,,,,,,,Horní Jirčany,658600,Jesenice,St. 466
,,,,,,,,,,,,Plzeň,721981,Plzeň,13001/1
,,,,,,,,,,,,Branka u Opavy,609382,Branka u Opavy,par. č. 28
,,,,,,,,,,,,Morávka,698679,Morávka,St. 1634
,,,,,,,,,,,,Vestec u Prahy,781029,Vestec,St. 492
,,,,,,,,,,,,Újezd u Hořovic,773573,Újezd,St. 367
,,,,,,,,,,,,Bruntál-město,613169,Bruntál,1820/1
,,,,,,,,,,,,Vrahovice,785237,Prostějov,St. 95/2
,,,,,,,,,,,,Podmokly,625141,Děčín,487/2
,,,,,,,,,,,,Přímětice,736121,Znojmo,par. č. st. 770
,,,,,,,,,,,,Rájec u Zábřeha,738883,Rájec,St. 103
,,,,,,,,,,,,Zámrsk,790958,Zámrsk,St. 68/2
,,,,,,,,,,,,Březolupy,614599,Březolupy,St. 825
,,,,,,,,,,,,Vlkoš u Kyjova,784036,Vlkoš,p.č. 3764/3
,,,,,,,,,,,,Chlumany,651702,Chlumany,St. 9/1
,,,,,,,,,,,,Hradec Králové,646873,Hradec Králové,"St. 423/1, 881/3, 880,"
,,,,,,,,,,,,Rožná,742899,Rožná,"p.č. 175/1,176/1,245/1"
,,,,,,,,,,,,Račice u Štětí,737330,Račice,st. 16/2
,,,,,,,,,,,,Chýnov,681814,Libčice nad Vltavou,p.č. 402
,,,,,,,,,,,,Zábřeh na Moravě,789429,Zábřeh,1900
,,,,,,,,,,,,Královo Pole,611484,Brno,3754/58
,,,,,,,,,,,,Úvaly u Prahy,775738,Úvaly,1753/3
,,,,,,,,,,,,Sady,772917,Uherské Hradiště,st. p.č. 470
,,,,,,,,,,,,Kosmonosy,669857,Kosmonosy,"1287, 1290/7"
,,,,,,,,,,,,Čenkov u Malšic,619485,Malšice,St. 113
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Probluz,733091,Probluz,st. 32
,,,,,,,,,,,,Volduchy,784770,Volduchy,St. 56
,,,,,,,,,,,,Český Dub,622842,Český Dub,"1870/1,4-6,11;"
,,,,,,,,,,,,Písek,720755,Písek,"p.č. 5173,74,75,76,77,78"
,,,,,,,,,,,,Třebíč,769738,Třebíč,St. 7154
,,,,,,,,,,,,Seč,746461,Seč,par. č. st. 714
,,,,,,,,,,,,Bosonohy,608505,Brno,St. 214
,,,,,,,,,,,,Štáblovice,763110,Štáblovice,
,,,,,,,,,,,,Malé Hradisko,690503,Malé Hradisko,St. 179
,,,,,,,,,,,,Modřany,728616,Praha,2113
,,,,,,,,,,,,Sulislav,759503,Sulislav,St. 138
,,,,,,,,,,,,Úvaly u Prahy,775738,Úvaly,1491
,,,,,,,,,,,,Toužim,767948,Toužim,St. 1175
,,,,,,,,,,,,Jesenný,658979,Jesenný,St. 518
,,,,,,,,,,,,Čížkov u Blovic,624071,Čížkov,St. 166
,,,,,,,,,,,,Velká Bystřice,778281,Velká Bystřice,164
,,,,,,,,,,,,Stěžery,755451,Stěžery,St. 415
,,,,,,,,,,,,Jaroměřice nad Rokytnou,657506,Jaroměřice nad Rokytnou,"St. 1039, 1109"
,,,,,,,,,,,,Besednice,603210,Besednice,St. 341
,,,,,,,,,,,,Přízřenice,612146,Brno,21/1
,,,,,,,,,,,,Frýdek,634956,Frýdek-Místek,5196/2; 5196/131; 5196/132
,,,,,,,,,,,,Smědeč,676802,Ktiš,St. 86
,,,,,,,,,,,,Moravský Písek,699233,Moravský Písek,"p.č. 1464/3,5"
,,,,,,,,,,,,Lanškroun,678929,Lanškroun,"par. č. st. 3899/1,3899/2"
,,,,,,,,,,,,Slavkov u Opavy,750280,Slavkov,1079
,,,,,,,,,,,,Cheb,650919,Cheb,par. č. 3018/10
,,,,,,,,,,,,Tišnovská Nová Ves,767531,Tišnovská Nová Ves,St. 92
,,,,,,,,,,,,Plzeň,721981,Plzeň,11969
,,,,,,,,,,,,Vítkov u Tachova,764833,Tachov,121/51
,,,,,,,,,,,,Branišovice u Římova,745642,Římov,p.č. 71/1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Staré Nechanice,702480,Nechanice,"p.č. 421/6,7, 415/1,7"
,,,,,,,,,,,,Zámek Žďár,795453,Žďár nad Sázavou,parc. č. 322
,,,,,,,,,,,,Přeštice,735256,Přeštice,St. 2847
,,,,,,,,,,,,České Budějovice 3,622052,České Budějovice,p.č. 584/66
,,,,,,,,,,,,Bručná,722367,Plzeň,parc. č. 604/3
,,,,,,,,,,,,Březolupy,614599,Březolupy,St. 805
,,,,,,,,,,,,Bánov,600865,Bánov,St. 234
,,,,,,,,,,,,Věvrov,747351,Horšovský Týn,"St. 12/1, St. 13"
,,,,,,,,,,,,Bystřice nad Pernštejnem,616958,Bystřice nad Pernštejnem,47
,,,,,,,,,,,,Bojanovice,606863,Bojanovice,St. 231
,,,,,,,,,,,,Bludovice,637696,Havířov,"p.č. 855/5, 855/6, 855/12"
,,,,,,,,,,,,Rohenice,622699,Rohenice,parc. č. 281/8
,,,,,,,,,,,,Valy u Mariánských Lázní,776751,Valy,St. 151
,,,,,,,,,,,,Vráto,785687,Vráto,st.p.č. 292/34
,,,,,,,,,,,,Svratka,761567,Svratka,St. 535
,,,,,,,,,,,,Hronov,648370,Hronov,697
,,,,,,,,,,,,Sedlec u Obrnic,669628,Korozluky,St. 57
,,,,,,,,,,,,Luhačovice,688576,Luhačovice,St. 82/4
,,,,,,,,,,,,Přízřenice,612146,Brno,544/4
,,,,,,,,,,,,Kostelec nad Černými Lesy,670162,Kostelec nad Černými Lesy,3510
,,,,,,,,,,,,Blížejov,605620,Blížejov,par. č. 781/31
,,,,,,,,,,,,Trutnov,769029,Trutnov,St. 5075
,,,,,,,,,,,,Brušperk,613380,Brušperk,par.č. 1738
,,,,,,,,,,,,Dubňany,633585,Dubňany,p.č. 1241
,,,,,,,,,,,,Kudlovice,676934,Kudlovice,St. 199
,,,,,,,,,,,,Svárov u Unhoště,759899,Svárov,St. 152
,,,,,,,,,,,,Malonín,601802,Bělá u Jevíčka,St. 13
,,,,,,,,,,,,Červený Kostelec,621102,Červený Kostelec,St. 1266
,,,,,,,,,,,,Němetice,703095,Kelč,St. 59
,,,,,,,,,,,,Těchlovice u Hradce Králové,765431,Těchlovice,225/2
,,,,,,,,,,,,Klánovice,665444,Praha,1584/34
,,,,,,,,,,,,Lhota pod Libčany,681105,Lhota pod Libčany,p.č. 120
,,,,,,,,,,,,Klatovy,665797,Klatovy,St. 1264
,,,,,,,,,,,,Krč,727598,Praha,3057/9
